episod,total_reward
582,14.545736458429205
583,14.544860638857855
584,14.544017764570267
585,14.541687673780672
586,14.540255510481671
587,14.543053970277063
588,14.541753922120034
589,14.544024436091874
590,14.542389561524399
591,14.546069873299231
592,14.548208945960344
593,14.539738829041728
594,14.54155725257537
595,14.544047782823387
596,14.543662996794575
597,14.539858042330131
598,14.541367902714933
599,14.548768822146833
600,14.539974335464219
601,14.536267482810587
602,14.546511492038361
603,14.540216859248726
604,14.549627342287904
605,14.53892329636834
606,14.550415082524626
607,14.538225389432846
608,14.540297605974715
609,14.542501056894046
610,14.533685788451164
611,14.544237666884396
612,14.54255403426373
613,14.541382832900227
614,14.54074011843598
615,14.543356478640929
616,14.54582010058518
617,14.53697551848439
618,14.53661047426231
619,14.54320180320329
620,14.547627896297142
621,14.5413997104192
622,14.547629119335673
623,14.531435927998773
624,14.54266602743899
625,14.545487187722653
626,14.539225918558762
627,14.53789441365373
628,14.543039061785109
629,14.543636524132452
630,14.535196032163036
631,14.540790189984778
632,14.546485169224152
633,14.540483326906479
634,14.546667538055079
635,14.542165491131948
636,14.551595519685176
637,14.541767200860763
638,14.549499818630249
639,14.54046126830768
640,14.538631424242173
641,14.546832434580121
642,14.546716714643553
643,14.541549609676043
644,14.541337856357899
645,14.545051691223994
646,14.543554733439983
647,14.540318766343695
648,14.540295894378211
649,14.537551024556516
650,14.53651126696128
651,14.544106310011491
652,14.546050408765069
653,14.539530557576754
654,14.542472622273264
655,14.54588999976378
656,14.54388734795846
657,14.539236118442064
658,14.539230709415206
659,14.542752590246254
660,14.547890111310759
661,14.539111811883231
662,14.540764767110831
663,14.544246573467976
664,14.541471245319842
665,14.542404049527446
666,14.53518982044544
667,14.53907800725138
668,14.540295341675709
669,14.540751189472875
670,14.545347540428875
671,14.543052227804896
672,14.543998944000993
673,14.538914994645907
674,14.544251244687501
675,14.551365898394435
676,14.540873838168714
677,14.549151469729853
678,14.539368432697687
679,14.543106382539756
680,14.543556221073533
681,14.54091538000329
682,14.540261358861677
683,14.5410292756073
684,14.537181707881988
685,14.543284125665021
686,14.543044009178322
687,14.548937282366465
688,14.53780560493916
689,14.548568636712407
690,14.549111443454347
691,14.54999791834982
692,14.544897856368237
693,14.5431684964463
694,14.545589472919579
695,14.538236504572895
696,14.544894472284591
697,14.54428561208883
698,14.542764929154387
699,14.546399302973171
700,14.5458039819601
701,14.54646475402267
702,14.539952828953394
703,14.539672613528465
704,14.542058072685402
705,14.542978886481134
706,14.54184413205161
707,14.543439113720922
708,14.544921593459101
709,14.544449897950157
710,14.547326916889446
711,14.54187395353948
712,14.544221958118655
713,14.538703736115874
714,14.540694407750152
715,14.542101299850762
716,14.540701575187873
717,14.538280029018805
718,14.546931189135009
719,14.541345326100046
720,14.538928574592127
721,14.544725758713033
722,14.54075742240538
723,14.529417153842015
724,14.55033239646184
725,14.540522377691149
726,14.542690821556807
727,14.545477015783119
728,14.534484878695634
729,14.552397859022955
730,14.540811832737104
731,14.542712950657016
732,14.542581839141794
733,14.550611781762568
734,14.537994421400239
735,14.54102811359199
736,14.539637142370019
737,14.541420657813347
738,14.536260096747188
739,14.540820318578088
740,14.551610690886125
741,14.54094980751955
742,14.538464694454365
743,14.548395567556767
744,14.546522605282671
745,14.542021193994593
746,14.542750631056446
747,14.543328633253314
748,14.539736128993349
749,14.545630277973146
750,14.538382854609072
751,14.53990698570104
752,14.545618537114883
753,14.540737037125089
754,14.545119164234473
755,14.5456652695966
756,14.543717699938835
757,14.543084263044307
758,14.54093420918862
759,14.543503299749986
760,14.534305603060478
761,14.544148089482901
762,14.542766344311687
763,14.550750966926545
764,14.544215093791582
765,14.545319933472157
766,14.54069569336928
767,14.543349551859002
768,14.539769098789279
769,14.540587015016492
770,14.546341372648277
771,14.539649344249806
772,14.541307357684616
773,14.540006205787144
774,14.53816236586906
775,14.532152571759177
776,14.544199439556765
777,14.546478361282533
778,14.545229761498705
779,14.543297554309298
780,14.544960150609567
781,14.548991912371593
782,14.539209008490895
783,14.543071127758925
784,14.543947380511643
785,14.544357514426881
786,14.540107878509794
787,14.539362954855969
788,14.551170196666256
789,14.542264380221946
790,14.53967407306429
791,14.546021639232569
792,14.545158053569748
793,14.540285307322076
794,14.544298319597855
795,14.538049752659258
796,14.54096489056695
797,14.53990418038456
798,14.542504722607644
799,14.542903771164188
800,14.54363029663982
801,14.536314377757403
802,14.54721978267593
803,14.548296153730345
804,14.547072992779876
805,14.54397161469331
806,14.542312507323214
807,14.54921122592134
808,14.5538984894524
809,14.540744009342077
810,14.54062566099054
811,14.53379818228833
812,14.543491043488308
813,14.537993730978412
814,14.543689756027776
815,14.545165311716696
816,14.540115196501183
817,14.539137449482157
818,14.537313949204297
819,14.542296786338323
820,14.544226352291656
821,14.545054510746073
822,14.543392429214649
823,14.540038141554975
824,14.547160515470416
825,14.547546279307028
826,14.544285285682172
827,14.544484862282294
828,14.545026725930331
829,14.544209780693672
830,14.539375773356305
831,14.540169588739955
832,14.537918562878943
833,14.540662490765513
834,14.539295824459552
835,14.540561799383287
836,14.540314846039392
837,14.53668883029359
838,14.537946638674395
839,14.546080067884379
840,14.545338587354525
841,14.545928819780205
842,14.54364205091193
843,14.53698354144781
844,14.544331697115137
845,14.537273475108362
846,14.54365854538975
847,14.541341208049477
848,14.53722301097725
849,14.546156456965582
850,14.539220438084767
851,14.542460225485046
852,14.543577151322989
853,14.549132044971476
854,14.540412133172143
855,14.539295948555859
856,14.542116120947135
857,14.538681700942089
858,14.544009670321016
859,14.548950647258991
860,14.533296062926805
861,14.54578633453367
862,14.547088046102367
863,14.544210403547073
864,14.544602012014836
865,14.541069345209543
866,14.544186569711513
867,14.541827283652374
868,14.5426337983333
869,14.542160524336236
870,14.539453701964414
871,14.545622663197948
872,14.541417969550904
873,14.542168669011929
874,14.5440267864645
875,14.54244908656504
876,14.536749676145089
877,14.538683148077588
878,14.54067695808526
879,14.543462446055411
880,14.550779434040138
881,14.541241089297639
882,14.544681228714238
883,14.53898449109575
884,14.54313030724453
885,14.540399638678043
886,14.549165655956475
887,14.543705270942773
888,14.542235512995223
889,14.540294344424735
890,14.54130255438565
891,14.546048619607236
892,14.533872013507763
893,14.540840366699605
894,14.541710110544559
895,14.54170318653799
896,14.544263771744141
897,14.540331645555268
898,14.535994326059765
899,14.544617186358256
900,14.534688483207407
901,14.538421357020152
902,14.55058611727425
903,14.538994796640427
904,14.537313630778115
905,14.53946127448878
906,14.544176341336495
907,14.542139983556027
908,14.545240072762423
909,14.544323235941054
910,14.54650603547822
911,14.542434919459325
912,14.535530567837593
913,14.545014045421755
914,14.544855194009864
915,14.539709963864027
916,14.535631375099232
917,14.541730557274308
918,14.547301523141165
919,14.538449841779094
920,14.545607526955886
921,14.548387246778436
922,14.543729929774617
923,14.5454278124137
924,14.547853051419855
925,14.53675084605478
926,14.540254862131764
927,14.539378579521042
928,14.539913774342457
929,14.538947685848434
930,14.542848837375418
931,14.545226029073891
932,14.542582277041392
933,14.543188948132586
934,14.544200262261771
935,14.543379267903381
936,14.541665448396191
937,14.545421586751413
938,14.548946805252692
939,14.542948178632967
940,14.545011817427296
941,14.535541679069087
942,14.540422801824674
943,14.542436747329482
944,14.541171539657984
945,14.54321248428244
946,14.54010502453283
947,14.539557508056463
948,14.544826674252286
949,14.547994125284541
950,14.54284886517314
951,14.549637743915937
952,14.54979270849289
953,14.540681421804184
954,14.539453153024937
955,14.538762930160157
956,14.533100317642958
957,14.546382300317042
958,14.5409641812733
959,14.544998439203397
960,14.539159194682293
961,14.54422441775805
962,14.541040098629718
963,14.542548981477852
964,14.547726821946231
965,14.537448123755281
966,14.53416003105999
967,14.537529902699692
968,14.541210145628924
969,14.545229587850788
970,14.536283246524867
971,14.540460985668496
972,14.553304621618224
973,14.543870605915608
974,14.540307607803175
975,14.54528511018201
976,14.543336071250973
977,14.53460184958784
978,14.542207132794804
979,14.531300868785058
980,14.54785013278853
981,14.534919309553375
982,14.553499903641002
983,14.541450642539314
984,14.547732985482858
985,14.549445494046783
986,14.534669568360954
987,14.542191740085407
988,14.536227740897823
989,14.538788445576964
990,14.538097839828778
991,14.538613879198085
992,14.547893368606033
993,14.537188157745751
994,14.543284314313036
995,14.542422925486603
996,14.545711024768533
997,14.54815517985643
998,14.543571278675246
999,14.543175542827042
1000,14.542888154584867
1001,14.545011920508722
1002,14.54469925483441
1003,14.541286493237296
1004,14.539652424896515
1005,14.546683561972122
1006,14.538211083910491
1007,14.542802651152272
1008,14.538975267444517
1009,14.544989435132226
1010,14.534466599890587
1011,14.545140164108595
1012,14.551300249567655
1013,14.537494014420792
1014,14.541052555094165
1015,14.53940181978184
1016,14.544745953732473
1017,14.545013531961642
1018,14.538925266317428
1019,14.537701083826189
1020,14.534575439418568
1021,14.540100487208546
1022,14.532642387419047
1023,14.539847830932347
1024,14.544820153756282
1025,14.541517581921676
1026,14.539769304739718
1027,14.543230987609057
1028,14.540694817669586
1029,14.538812885906058
1030,14.542333229296364
1031,14.53868736313366
1032,14.54654818893534
1033,14.545693876415587
1034,14.544914464081208
1035,14.543252204841963
1036,14.542984880234913
1037,14.535004559391986
1038,14.540582515860773
1039,14.538506443924417
1040,14.546117507254536
1041,14.53569559703553
1042,14.539031317792997
1043,14.545006594426566
1044,14.545034480593944
1045,14.546525548384576
1046,14.54673136969221
1047,14.540300238442974
1048,14.544409693683239
1049,14.541404490540312
1050,14.542566166872913
1051,14.539814860736971
1052,14.54002698655527
1053,14.544621282042094
1054,14.543422648578677
1055,14.548490668627498
1056,14.544615833141162
1057,14.548157157994883
1058,14.541187418442277
1059,14.54651405595386
1060,14.539842538737048
1061,14.539198945818535
1062,14.543241458984806
1063,14.547868074110538
1064,14.543815376072438
1065,14.535139801897579
1066,14.536573422646086
1067,14.538457186889651
1068,14.542866996324037
1069,14.546812412753503
1070,14.54371845910633
1071,14.538238181762932
1072,14.539080247911862
1073,14.539029728140331
1074,14.54108999311812
1075,14.536707204667339
1076,14.540302451371288
1077,14.539131422460432
1078,14.53642357147628
1079,14.538603153874977
1080,14.538369374172607
1081,14.545479911297303
1082,14.543995980004324
1083,14.540113584262489
1084,14.547328161136752
1085,14.545304328302121
1086,14.543959161716227
1087,14.5381156835542
1088,14.545563536848674
1089,14.54876663496047
1090,14.54284946382176
1091,14.547712447427848
1092,14.539882763376216
1093,14.543046064260107
1094,14.546292830223457
1095,14.540771180844834
1096,14.551017987619959
1097,14.543454827199628
1098,14.534449952684774
1099,14.541802968334345
1100,14.549595977524227
1101,14.535724420969618
1102,14.540215936279942
1103,14.540393971443255
1104,14.538693525942636
1105,14.53697187549221
1106,14.539649396050102
1107,14.541918778198744
1108,14.552297167357306
1109,14.542765726002663
1110,14.542719761577253
1111,14.540203751516604
1112,14.545594839977067
1113,14.542131273350842
1114,14.543180992802576
1115,14.542527913330668
1116,14.542643380760932
1117,14.543189841383
1118,14.541761852681756
1119,14.541276828870817
1120,14.545025520790519
1121,14.538468543024816
1122,14.547969731811007
1123,14.544054255253485
1124,14.55087568926133
1125,14.543985473422506
1126,14.543306430621337
1127,14.53949505891012
1128,14.544027456368987
1129,14.54391693147218
1130,14.539970965351182
1131,14.538121850260955
1132,14.542352591048774
1133,14.534651713678947
1134,14.53561239901094
1135,14.540586592837043
1136,14.539387068361465
1137,14.5415315230903
1138,14.545071971904695
1139,14.545589410506672
1140,14.544163632294634
1141,14.550464716963967
1142,14.540572113392791
1143,14.54638648097131
1144,14.5436597760816
1145,14.541415175857347
1146,14.541385567050877
1147,14.543334378664293
1148,14.536543785807226
1149,14.54510285291924
1150,14.531253496219062
1151,14.540538691667695
1152,14.535268751500528
1153,14.536538691297142
1154,14.54629129884382
1155,14.541801634139098
1156,14.546749598996527
1157,14.546507721792398
1158,14.545435921520724
1159,14.549964147926996
1160,14.538480621391564
1161,14.545246997776472
1162,14.53909409783623
1163,14.542681848002216
1164,14.534191868767596
1165,14.539774318828426
1166,14.547772832192454
1167,14.54670195900902
1168,14.54599662817726
1169,14.53986634147677
1170,14.541248948103997
1171,14.535252285341619
1172,14.542800181079112
1173,14.54804460326421
1174,14.545333158358464
1175,14.54576776016757
1176,14.544445091868088
1177,14.545593765672331
1178,14.544021376309013
1179,14.538086215032068
1180,14.550906906957916
1181,14.539217036722206
1182,14.547202034727801
1183,14.542465652229325
1184,14.545728395600236
1185,14.543026766561647
1186,14.536032152837516
1187,14.536831621686447
1188,14.535975334437156
1189,14.540419707757678
1190,14.54076364443745
1191,14.544955595303524
1192,14.546149368484256
1193,14.544518783043882
1194,14.541802074020348
1195,14.541588697179503
1196,14.543201391171115
1197,14.543390858688525
1198,14.540814809865468
1199,14.541167673614915
1200,14.538519470627126
1201,14.538407204692827
1202,14.542089489371058
1203,14.540090550355142
1204,14.543192154557389
1205,14.544214000002583
1206,14.5387417592088
1207,14.545927889777875
1208,14.537928110687105
1209,14.538072346167214
1210,14.540233937129694
1211,14.546677850556813
1212,14.542141478623778
1213,14.535653665493266
1214,14.541179629238288
1215,14.543816328811037
1216,14.544958236879229
1217,14.542656918440223
1218,14.543323570348402
1219,14.543111501581635
1220,14.54002764322843
1221,14.53858353926655
1222,14.535358996018093
1223,14.541433926808207
1224,14.539897153233944
1225,14.544045523106757
1226,14.545486794221722
1227,14.545905083311833
1228,14.54087444958365
1229,14.539138234611631
1230,14.551601224002178
1231,14.544002966948916
1232,14.543280722237034
1233,14.5453789798838
1234,14.541139365407892
1235,14.536060144192973
1236,14.556104055591904
1237,14.540717984343381
1238,14.5439940302796
1239,14.547371919350784
1240,14.53894521635141
1241,14.54097608660798
1242,14.539473695100602
1243,14.548083289931746
1244,14.539656066789128
1245,14.541559737325958
1246,14.545159957342198
1247,14.546568224394795
1248,14.545395549068989
1249,14.540211062770235
1250,14.545446238598498
1251,14.542682452170254
1252,14.545935019169091
1253,14.539180774567752
1254,14.540759806459478
1255,14.541244230151364
1256,14.541774551750528
1257,14.543450536725055
1258,14.536749500795207
1259,14.545227386711172
1260,14.541536349056246
1261,14.543599333824595
1262,14.53793137477655
1263,14.539205886291064
1264,14.541335321492419
1265,14.540442600565443
1266,14.5437850596429
1267,14.549593762246673
1268,14.546825035428562
1269,14.546806314766695
1270,14.543761933677219
1271,14.542534608529627
1272,14.545590087118782
1273,14.542498154609447
1274,14.546866263272896
1275,14.537061206761013
1276,14.536554759634496
1277,14.53748823423635
1278,14.539647128320087
1279,14.541071665148895
1280,14.547974684434836
1281,14.544000661970415
1282,14.548020374478305
1283,14.536860506014133
1284,14.544040430088343
1285,14.539638714877933
1286,14.54514347557509
1287,14.539012362571274
1288,14.545041926273566
1289,14.541521998940924
1290,14.545787163762585
1291,14.545461749627579
1292,14.540159735962533
1293,14.543863221818276
1294,14.540738938390467
1295,14.539340465723898
1296,14.545200088073564
1297,14.538665232274353
1298,14.545298382637009
1299,14.543896188908247
1300,14.54447750556661
1301,14.536062189577969
1302,14.537127919523389
1303,14.550245987955206
1304,14.537904761969878
1305,14.549301167158873
1306,14.535909205458733
1307,14.545856264133597
1308,14.54033750500679
1309,14.544042797571628
1310,14.543080108567185
1311,14.547217226415441
1312,14.54955951209943
1313,14.537078928065135
1314,14.54634804185618
1315,14.542829713225968
1316,14.540097507603424
1317,14.548575379837747
1318,14.538071602858793
1319,14.539242149490548
1320,14.537996248714723
1321,14.540775834148153
1322,14.54686941176339
1323,14.543763289106902
1324,14.544729028037306
1325,14.544803004890548
1326,14.54501705246844
1327,14.548028215344779
1328,14.550530100146773
1329,14.542194079818223
1330,14.541987475827877
1331,14.534302474754291
1332,14.54417126381636
1333,14.534459250483962
1334,14.5415304606367
1335,14.537958940362072
1336,14.539089394796036
1337,14.535331491862198
1338,14.544594710446937
1339,14.546821172882865
1340,14.544731756292155
1341,14.539976142927
1342,14.544142363356533
1343,14.543665477128675
1344,14.541404200937738
1345,14.548460552191045
1346,14.542559719018083
1347,14.538517338613302
1348,14.539093722279754
1349,14.54165709025446
1350,14.544768397255728
1351,14.54111697443414
1352,14.542140055016162
1353,14.54211557156555
