time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,0.004547694949651428,0.4802544478326659,13.5937916899315,0.0013776494859607524,0.8329586017560899,2.7937612122191453,-0.012823054806582718,8.049572453362781,9.620186474743791,0.0489336363246594,32.34674526316455,27.67196559820189,472.2618868478712,473.6412238774042,470.2491977146509,474.02517250677755
0.12000000000000001,-0.0017181179698251595,0.9641434561218596,14.169323286089751,0.004635671322859913,3.863026433382963,5.592827872444268,-0.08963827376497666,8.044454470571416,9.564875188834709,0.06330755614369384,21.631743092566715,24.998882264542125,473.6516590304684,472.1660677865363,473.92076185981966,475.0263796237445
0.18,-0.005034218138797893,1.4437376519890242,14.720906416555975,0.009200497033587496,3.422037531699864,1.5694209938023924,-0.195153524532477,7.940633148774642,8.831683588646134,0.09384281236188263,16.407107057900472,22.80319754992101,435.7507247301923,433.9421336815338,436.0019837275412,438.55123781661683
0.23999999999999996,-0.00774662474565685,1.9230388396067122,15.228340437637286,0.015451336893729462,5.999051543425509,3.4629070233118853,0.17394941183044932,8.046754289030185,8.224941174573281,0.11940299785516212,13.27225075625457,20.96655609782428,401.00985431642005,400.02683776551294,399.86843676782524,402.20187059044633
0.3,0.0037933592430753832,2.4069427313070304,15.718519592555602,0.02237435705210622,1.2022262951211342,5.09476274808665,0.08976339229930878,8.059962437459031,8.116768911180877,0.10581387989686168,11.181789209529468,19.406934016614667,435.9864640051972,436.6072605394818,438.3255718395989,437.2064888177608
0.36000000000000004,-0.01146173791764898,2.886892046633098,16.1892365420186,0.029144327334483577,2.223066060317894,0.24861458995658836,-0.5915022322150283,7.950534734518473,7.44827763618329,0.1240716624095311,9.672563281670516,18.065641696349296,451.00711917220957,451.5944396942064,449.55143876196956,451.04010129457055
0.4200000000000001,-0.05968096826119455,3.360936724388307,16.602927847958924,0.03649699982371146,2.999092546606544,1.5354664978362704,-0.9383191202907541,7.87442150387243,6.306625475258388,0.11930438063607637,8.526733582717668,16.89954870167538,457.0349321538054,457.3947823985052,456.35858490499976,455.99399737842305
0.48000000000000015,-0.11626882328331552,3.8350019591142983,16.948461930845212,0.04406764088220605,3.631914702217724,2.7031347718530956,-0.8982690761099184,7.922674628448615,5.212263214394734,0.1372316937826525,7.610436801000054,15.876231349721772,417.5386107366304,416.2407870907381,415.5976939377829,417.1841074050556
0.5400000000000001,-0.1591214960743495,4.3118777427926265,17.22777419223269,0.05277614897678262,4.162783118923365,3.7738898861256853,-0.4971717627785527,7.9664276255806685,4.111473112246406,0.15751589902911828,6.878588693685293,14.970834174533456,445.7967286197007,445.1661393953868,442.1062187348132,443.7968411903605
0.6000000000000002,-0.17007936722345712,4.7877077995452835,17.445427362553545,0.062358069497697954,4.6234581473126894,4.76420541773691,0.16281670163249662,7.882604007843207,3.1983003528510805,0.16373591774009902,6.276915194274971,14.163976912590606,458.26786090307445,457.74039779234744,457.28905213392585,457.8112670425136
0.6600000000000003,-0.13548461041994184,5.258521108953309,17.618781609923992,0.072198702245025,5.028676144679858,5.686582602869869,0.9888315016171392,7.817662940616337,2.625417250166821,0.16457002928078526,5.796320211749315,13.440321276272655,479.4242075929277,480.7797449584402,480.3029537667667,480.39092052934825
0.7200000000000003,-0.05244037012840688,5.725970855128882,17.767398082114045,0.08282167461931778,5.395658138596435,0.2675380367482809,1.7535984144995866,7.766868246106365,2.378396776788573,0.1945093009767631,5.38961256171337,12.787566531801184,487.6733941736961,489.13445368926034,486.7155734170519,488.9774129877105
0.7800000000000004,0.06663093860873918,6.19196839887361,17.906934676348474,0.09469045732895243,5.73524871978338,1.0811217284690606,2.1847227561223974,7.7842350394944155,2.2960130408553163,0.20370548055310278,5.010054673297937,12.19573105069589,441.3234398109794,440.4140713622432,441.3583863547191,442.15516095966785
0.8400000000000004,0.20740382130116644,6.662587198009913,18.047031778896873,0.1072898631184751,6.04501527451195,1.8503335575391127,2.4848120473556743,7.913402884529644,2.382316561066017,0.22025690028107284,4.706042549172212,11.656628984876042,466.81287992286354,468.09616895823314,467.6382160898249,468.9663916795393
0.9000000000000005,0.360916273222602,7.141719054466058,18.19122098739567,0.12037676183719626,0.05160889349314246,2.5802324812574273,2.607363099931019,8.056042864129557,2.4302049471233156,0.21345380171435005,4.42480140547226,11.163482814636167,439.1026826607341,439.2457931726922,441.2374120730817,440.7228232374074
0.9600000000000005,0.5161975238208119,7.6292018991722,18.337429945494293,0.13333594321676312,0.32163528868052627,3.275013143151611,2.5404236631486947,8.198119870891556,2.4413859710485397,0.22061537576440957,4.187262407948502,10.71063225399588,422.67859859551845,423.85391205504743,422.2102530803845,422.876324776411
1.0200000000000005,0.6617544599988748,8.126500750282878,18.485877741463955,0.14692055472166476,0.5759739847200658,3.9381959959534356,2.2930766108637615,8.378161013648608,2.5018408117457565,0.23600628294229115,3.976246849893185,10.293312625256148,448.4059094579207,449.5683158466518,448.5104415282337,449.80861122197655
1.0800000000000005,0.7874801686977412,8.633283220538363,18.638477509787194,0.16117600055608872,0.8176824413703585,4.572767804350299,1.87247717006532,8.49499986821909,2.572481305641034,0.24057933154667457,3.7647161383809213,9.907484071760747,470.2943186554515,469.6114284088085,469.84888849710256,470.2561716998552
1.1400000000000006,0.8855380784193745,9.142821095213051,18.78873369563781,0.17549168093009548,1.0451990526577006,5.181287190938146,1.3718466615096119,8.478252593079477,2.409048389602145,0.23430584791754885,3.587030346446625,9.549698484729223,427.03585137652414,427.4590144159696,427.1097695231565,426.63382302901385
1.2000000000000006,0.9510213115197674,9.650170036646061,18.923057664697634,0.1898825397037438,1.261965077128095,5.765965119882168,0.8029344435816992,8.435950351599107,2.0480785478825454,0.24908979010763563,3.4117563923298504,9.216994759062173,411.37215631742106,410.53030852204404,409.87068998154126,411.2445462253285
1.2600000000000007,0.9787316009952464,10.155265053874565,19.033182930659,0.20443948130762646,1.4673441426635732,0.04554181241891797,0.11784141423779484,8.39518639315383,1.6081761336633351,0.22477337253504648,3.2623691402076087,8.90681557364244,440.01457713249346,440.1085682473142,441.32441682272923,439.3718956681881
1.3200000000000007,0.9649807652747656,10.65652873407033,19.11331840909827,0.21798175415467913,1.6629861810571782,0.5880766929836891,-0.576364904889682,8.308085423379637,1.0384194565232125,0.2275013852302236,3.145230249285322,8.616940699716352,438.2658652730301,440.0262259721432,438.83818216810033,439.115765378386
1.3800000000000008,0.9106835695140639,11.152433297001252,19.15410644681507,0.23146819005532482,1.8516270469237348,1.1118751366743416,-1.228345860246682,8.23027518042138,0.29738095183825497,0.21868213435349712,3.0267266875138463,8.345433125364536,431.1239250471272,431.95814902327595,431.6827572356681,430.9897931304284
1.4400000000000008,0.8110341603141932,11.64511140522556,19.144207987656124,0.24476732893302433,2.032875634109539,1.618260597157379,-2.08625450400636,8.199707269878543,-0.6446731314783536,0.22700499111298722,2.9256152641608186,8.090595208250434,506.35954397909495,507.64157328701276,507.1921850340987,507.8313817252176
1.5000000000000009,0.665955277523673,12.137226425134253,19.077124248764363,0.2583397058446151,2.208840281251078,2.10841428727462,-2.7433722305397787,8.200655185796862,-1.6014675876370117,0.22456228892968894,2.7853142398665396,7.850932741730956,457.9937210871831,455.5739668289403,457.68619327534236,457.5409471981608
1.560000000000001,0.4804493632788327,12.627664218761357,18.948196757415314,0.27241709130055725,2.375515248720008,2.583395572966271,-3.4247162458838467,8.139159324253821,-2.7123010030930796,0.24952060724279557,2.6918760902354797,7.625125314776928,490.8127279476363,491.3402974936117,490.94312296457616,492.8396050800369
1.620000000000001,0.26090226011662193,13.114164325842935,18.752892417346022,0.2882254896469503,2.5364791937043307,3.0441587602698394,-3.8777368913738854,8.076508521556308,-3.810081612472842,0.2823487997502012,2.610386080842009,7.4120017145828205,441.4111970016257,442.4575406260183,441.1556311424602,443.9265066623111
1.680000000000001,0.0157484049528602,13.596394976814203,18.487796795704657,0.3047872486310377,2.6925035202480885,3.491567022972756,-4.282090687818954,7.998295573723565,-5.032309054022994,0.25881024705265804,2.538619992328407,7.210519397411642,465.9505598187314,467.27053300383983,467.58661272480435,465.8216143550745
1.740000000000001,-0.25039045092587614,14.074381992726593,18.151332714704512,0.3205128131072703,2.84441677833653,3.9264040431299154,-4.5837917737757525,7.927026271036877,-6.182651008102544,0.26794813762790587,2.441914695119496,7.019747262852403,435.3658404539163,434.2419784361101,434.6490793720452,435.4849060898921
1.8000000000000012,-0.5332293151267805,14.545831994403148,17.74625911397881,0.33661452204428777,2.9904425566794135,4.349383806739269,-4.833147730939992,7.770720632219306,-7.317277083237441,0.2691747410767224,2.3533436621141948,6.838851126851184,433.6606058845498,432.69926039959296,433.4892481905883,433.66695842540054
1.8600000000000012,-0.828892575167716,15.00189924442748,17.266891731140753,0.3529269212110364,3.131035911548823,4.761158899607679,-4.994869391015923,7.414875781407504,-8.657193171632194,0.27677704622260857,2.3000386811324263,6.6670814122505995,504.332727263761,505.6945763968696,505.5682115639493,506.1804464833223
1.9200000000000013,-1.1283658470814382,15.436841896508813,16.71587858113568,0.36986054456341755,3.268431278988116,5.16232757490522,-4.961328747807559,7.077983537672919,-9.705100333421669,0.29133691497929015,2.2467283148961514,6.503762671307603,422.8635479142837,424.2156269091972,422.1257874183301,423.4653119650348
1.9800000000000013,-1.4204365009346822,15.85027339796186,16.100330722646987,0.38697144926309957,3.402644324853176,5.553439807791191,-4.753213754202974,6.707828892979908,-10.807385593265828,0.26860049834528776,2.1982586585346438,6.348284629473453,453.2118534837722,454.6093088796445,454.72136585285364,452.9759834879342
2.0400000000000014,-1.696327974453693,16.24228238147854,15.41902420440802,0.40264521123937236,3.533936651826565,5.935002509295032,-4.432724422014451,6.36364725304975,-11.897219943797479,0.23944776817404917,2.1461096114089466,6.200094498575178,462.7646746717033,463.6142151005001,462.85946487305455,460.62388100355736
2.1000000000000014,-1.9514599075828032,16.61417391322228,14.673874352421503,0.41664590783629407,3.662091983160659,0.024298730920806477,-4.065448859056566,6.029586487851188,-12.933759727111962,0.21695151752301128,2.090224236839557,6.05869035413232,459.06114363252584,459.37920566406336,458.7526858872254,457.0144961859406
2.1600000000000015,-2.1837210893741554,16.965529830194278,13.86945862904513,0.42931580555368676,3.7869281713088085,0.38813281546339695,-3.6656963046206297,5.676204513055353,-13.868060628455432,0.1959364416853229,2.04450229211552,5.923615408651713,444.8094467604053,445.73061922241664,443.9988577220444,442.3146636506009
2.2200000000000015,-2.3913582830807814,17.296093391339493,13.01414781349325,0.4409922033568119,3.908995530951646,0.7437219780715889,-3.239845433118084,5.345889214604844,-14.627963121680045,0.19180959613792237,1.9921645334938078,5.794453042466124,407.9178086774229,408.1030633043457,407.80813430196423,407.47996655590214
2.2800000000000016,-2.5670468792978087,17.607320949660537,12.113029563860835,0.4525524985350664,4.0279750477286065,1.0914405364609152,-2.601832580900801,5.049376405184337,-15.397644278690148,0.1943395049203735,1.9510259926229268,5.67082247761878,456.2791005685056,457.1265345430547,457.3679556248877,457.60444803433927
2.3400000000000016,-2.702237417557742,17.905876845198215,11.16710314031043,0.46396153301123366,4.144439859239208,1.4316372447731407,-1.9009525805550904,4.932874942221568,-16.137168679886646,0.18009747611129723,1.9004577059926664,5.552374999671196,457.44165393585945,457.3530622221517,456.897707765106,455.7946582959887
2.4000000000000017,-2.7973785232971102,18.2037984614407,10.175711824002228,0.47535644982140646,4.258082060164181,1.7646376257981338,-1.2776259822625309,5.02001168539301,-16.932171442750956,0.20454465972319058,1.8767946739137622,5.438790648072488,433.30144090319004,435.29021731578086,431.8518257741739,433.94477418992665
2.4600000000000017,-2.855389960053801,18.509777690391598,9.130683258954546,0.48799326152171396,4.370077152909587,2.0907460374783025,-0.6641499952570263,5.181693092904537,-17.931173591049607,0.22058759126710484,1.818113538091914,5.32977530860896,450.39064731947104,449.33027980208595,449.26857327075766,450.6103276394241
2.520000000000002,-2.875192563856453,18.824187320513317,8.019619043697436,0.5011598440362857,4.479086675746331,2.410247509846675,0.0037697631242926133,5.2850583556785,-19.121265926277292,0.21705424926215822,1.8141619254200212,5.225058152026734,474.8574212541984,477.88838090362134,477.7356681163319,477.51015442024817
2.580000000000002,-2.8526707283540027,19.141725204250946,6.834873445586524,0.5137988774970594,4.587378405910076,2.723409382863675,0.7553649696180058,5.288160766005314,-20.36547458208318,0.1930822999312137,1.7354126406838402,5.124389371637777,494.0277307914436,491.32387711313305,494.23669343168206,492.50510571857984
2.640000000000002,-2.7871008792447407,19.45856434837017,5.5779314482729125,0.5250855886818089,4.690892736325463,3.0304827709405764,1.440241267973443,5.279838968636604,-21.51689979180465,0.17565937097037393,1.6780855298625432,5.027538179936312,454.92889823196407,453.4502525034763,454.68006594501463,453.31545653540826
2.700000000000002,-2.679738159966635,19.777795319361555,4.254855330549804,0.5360459264361506,4.791326640359781,3.3317038760712983,2.144890299689829,5.3871363932051874,-22.577418988459414,0.19390548238048033,1.6640142510793985,4.934291030250139,440.9196836645977,442.80761610066077,443.2541138598747,444.78288782200826
2.760000000000002,-2.532087705003717,20.108886031625364,2.8681642367625018,0.5478207491961129,4.890627293657472,3.627295168282842,2.7821720803875984,5.673797833125865,-23.658812322143017,0.20055339400225164,1.623965635177753,4.844450034454659,410.1863681074588,409.83474773669315,407.50539162471784,408.1405685948757
2.820000000000002,-2.342509819073992,20.460723520406926,1.413287356076639,0.5604806935084357,4.987566052705667,3.9174664494353273,3.5475268716000703,6.051721834803503,-24.859303733191243,0.22632398536740422,1.5892709351554632,4.757831551966161,434.098410273892,434.1012601337262,433.9526440293705,436.15901430006414
2.880000000000002,-2.1035383342238805,20.83217079707515,0.0,0.5745173462625335,5.082554012232707,4.2024158141573125,4.433318968213479,6.290304724996656,-26.14553664071348,0.24594821314838936,1.566895090170352,4.674264928750202,444.22593502380994,445.1338137923506,443.85548649395975,445.5221376712771
